bic,name,street,phone,country/id
0065470,合作金庫商業銀行新明分行,桃園市平鎮區環南路1號1樓、2樓,03-4939393,base.tw
0065481,合作金庫商業銀行楊梅分行,桃園市楊梅區大模街10號之1及10號之2,03-4754411,base.tw
0065492,合作金庫商業銀行東台東分行,台東縣台東市大同路181號,089-325130,base.tw
0065517,合作金庫商業銀行東竹北分行,新竹縣竹北市中正東路343、345、347號1-3樓,03-5540108,base.tw
0065528,合作金庫商業銀行北苗栗分行,苗栗縣苗栗市中正路396號,037-351111,base.tw
0065539,合作金庫商業銀行竹南分行,苗栗縣竹南鎮大營路218號,037-466790,base.tw
0065540,合作金庫商業銀行豐中分行,台中市豐原區中正路351號,04-25280369,base.tw
0065551,合作金庫商業銀行北大裡分行,台中市大裡區新仁路二段261號1-4樓,04-24836699,base.tw
0065562,合作金庫商業銀行東沙鹿分行,台中市沙鹿區光華路307號,04-26653311,base.tw
0065573,合作金庫商業銀行草屯分行,南投縣草屯鎮中正路864號,049-2338141,base.tw
0065584,合作金庫商業銀行集集分行,南投縣集集鎮民生路176號1.2.3樓,049-2761501,base.tw
0065595,合作金庫商業銀行東埔裡分行,南投縣埔裡鎮中正路320號1.2樓,049-2989160,base.tw
0065609,合作金庫商業銀行員新分行,彰化縣員林鎮中山路一段733號,04-8322741,base.tw
0065610,合作金庫商業銀行南彰化分行,彰化縣彰化市曉陽路43號,04-7254611,base.tw
0065621,合作金庫商業銀行北斗分行,彰化縣北斗鎮中正路168號,04-8880181,base.tw
0065632,合作金庫商業銀行竹塹分行,新竹市東區東門街60號,03-5215121,base.tw
0065643,合作金庫商業銀行新竹科學園區分行,"新竹科學工業園區新竹市東區科技路一號1,2樓",03-5783962,base.tw
0065665,合作金庫商業銀行雲林分行,雲林縣斗六市民生路223號,05-5324811,base.tw
0065687,合作金庫商業銀行北朴子分行,嘉義縣朴子市文化北路3號,05-3790808,base.tw
0065698,合作金庫商業銀行北新營分行,台南市新營區民治路356、358、360、362號,06-6562718,base.tw
0065702,合作金庫商業銀行仁德分行,台南市仁德區中正路三段4、6、8號,06-2794616,base.tw
0065713,合作金庫商業銀行南永康分行,台南市永康區中華路202號,06-3121916,base.tw
0065735,合作金庫商業銀行鳳松分行,高雄市鳳山區鳳松路三之四號1、2、3、4樓及地下室1樓,07-7471131,base.tw
0065746,合作金庫商業銀行北岡山分行,高雄市岡山區中山北路12、14、16號,07-6222871,base.tw
0065757,合作金庫商業銀行美濃分行,高雄市美濃區泰安路172之2號,07-6816101,base.tw
0065768,合作金庫商業銀行大樹分行,高雄市大樹區中興東路2-8號,07-6517726,base.tw
0065816,合作金庫商業銀行東港分行,屏東縣東港鎮光復路一段186號,08-8353701,base.tw
0065827,合作金庫商業銀行萬丹分行,屏東縣萬丹鄉萬惠村中興路二段661號,08-7779311,base.tw
0065838,合作金庫商業銀行枋寮分行,屏東縣枋寮鄉枋寮村中山路255之2號1、2樓,08-8787611,base.tw
0065849,合作金庫商業銀行東嘉義分行,嘉義市西區民權路425號,05-2225281,base.tw
0065850,合作金庫商業銀行北花蓮分行,花蓮縣花蓮市中山路371號,03-8350151,base.tw
0065919,合作金庫商業銀行大直分行,台北市中山區北安路409號,02-85099188,base.tw
0065942,合作金庫商業銀行水湳分行,台中市西屯區漢翔路2號,04-27029354,base.tw
0066064,合作金庫商業銀行仁美分行,高雄市鳥松區仁美村學堂路87之2號,07-7321370,base.tw
0066097,合作金庫商業銀行社皮分行,屏東縣萬丹鄉社皮路2段500號,08-7071578,base.tw
0066123,合作金庫商業銀行港湖分行,台北市南港區重陽路223號1樓,02-27862268,base.tw
0066868,合作金庫商業銀行保險代理部,台北市松山區長安東路二段225號,02-21738888,base.tw
0069009,合作金庫商業銀行馬尼拉分行,"26th Floor, Citibank Tower, 8741 Paseo de Roxas, Makati City, Metro Manila, Philippines",+632-8481959,
0069021,合作金庫商業銀行五甲分行,高雄市鳳山區五甲二路164號,07-7172250,base.tw
0069043,合作金庫商業銀行淡水分行,新北市淡水區中正路119號1樓.121號1.2.3樓.121之1號1樓,02-26211415,base.tw
0069054,合作金庫商業銀行(子行)-臺灣聯合銀行,"1F, Square de Meeus 1, 1000 Brussels, Belgium",+322-2305359,
0069065,合作金庫商業銀行香港分行,"Suites 1303-1310, 13/F, Everbright Centre, No.108 Gloucester Rd, Wan Chai, Hong Kong",+852-25981128,
0069076,合作金庫商業銀行北京代表人辦事處,中國北京市東城區建國門內大街18號恆基中心辦公樓第1座第18層1805室,+86-10-65188173,
0069087,合作金庫商業銀行雪梨分行,"Suite 101, Level 1, 50 Carrington Street, Sydney NSW 2000, Australia",+61-2-92990068,
0069098,合作金庫商業銀行蘇州分行,中國江蘇省蘇州市工業園區華池街圓融時代廣場24幢1601室,+86-512-6295-3336,
0069102,合作金庫商業銀行蘇州高新支行,中國江蘇省蘇州市高新區獅山路28號蘇州高新廣場36樓3601室,+86-512-86868168,
0069113,合作金庫商業銀行天津分行,"中國天津市和平區濱江道1號金之谷大廈1號樓18樓1801,1802,1803,1804,1807室",+86-22-5852-6999,
0069124,合作金庫商業銀行福州分行,中國福建省福州市台江區光明南路1號升龍匯金中心26樓2608室,+86-591-86320069,
0069135,合作金庫商業銀行金邊分行德他拉支行,"Tuek Thla Bldg No.A111,Confederation de la Russie Blvd Corner Northbridge St.,Sangkat Tuek Thla,Khan Saen Sok,Phnom Penh",+855-23-430703,
0069146,合作金庫商業銀行金邊分行菩森芷支行,"Building No.62, National Road 4, Sangkat Chaom Chau, Khan Pur Senchey, Phnom Penh, Cambodia",+855-23-430705,
0069157,合作金庫商業銀行紐約分行,"88 Pine Street, 31st Floor, New York, New York 10005",1-212-634-1818,
0069168,合作金庫商業銀行金邊分行暹粒支行,"No.0583, National Rd., No.6A, ChongKaoSou Village, Sangkat Sla kram, Krong Siem Reap, Siemreap Province",+855-63-765595,
0069179,合作金庫商業銀行仰光代表人辦事處,"Unit No.08-01, Level 8, Union Financial Centre,Corner of Maharbandoola Rd. and Thein Phyu Rd.,Botahtaung Township,Yangon",+95-18610478,
0069180,合作金庫商業銀行長沙分行,湖南省長沙市開福區芙蓉路一段416號泊富國際廣場寫字樓28層021-023單元,+86-731-88232259,
0069951,合作金庫商業銀行金邊分行市中心支行,"NO. A2-2 ,Street 169, Sangkat Veal Vong, Khan Prampir Meakkakra, Phnom Penh, Cambodia",+855-23430058,
0069962,合作金庫商業銀行墨爾本分行,"Suite 2,Level 2, 356 Collins St., Melbourne,Vic 3000, Australia",+613-99771800,
0069973,合作金庫商業銀行金邊分行,"No.171, Norodom Blvd Corner Street 322, Sangkat Boeng Keng Kang Ti Muoy,Khan Chamkarmon,Phnom Penh,Cambodia",+855-23-430800,
0069984,合作金庫商業銀行洛杉磯分行,"601 South Figueroa Street, Suite 3500, Los Angeles, CA 90017, U.S.A.",+1-213-4895433,
0069995,合作金庫商業銀行西雅圖分行,"1201, Third Avenue, Suite 1200, Seattle, WA 98101, U.S.A.",+1-206-5872300,
0070731,第一商業銀行信託處,台北市中正區重慶南路一段30號,02-23481111,base.tw
0070937,第一商業銀行營業部,臺北市中正區重慶南路一段30號,02-23481111,base.tw
0070948,第一商業銀行安和分行,臺北市大安區信義路四184號1、2樓及地下一樓,02-23256000,base.tw
0070959,第一商業銀行國際金融業務分行,臺北市中正區重慶南路一段30號5樓,02-23481111,base.tw
0071015,第一商業銀行南港分行,臺北市南港區園區街3號2樓之8,02-26558777,base.tw
0071026,第一商業銀行西門分行,臺北市萬華區西寧南路52號,02-23119111,base.tw
0071037,第一商業銀行忠孝路分行,臺北市中正區忠孝東路二段94號,02-23416111,base.tw
0071059,第一商業銀行東湖分行,臺北市內湖區民權東路六段483、485、487、489號及483號2樓,02-26348811,base.tw
0071060,第一商業銀行景美分行,臺北市文山區景中街26號、26號2、3樓、28號,02-29303011,base.tw
0071071,第一商業銀行大直分行,臺北市中山區明水路588號,02-85095611,base.tw
0071118,第一商業銀行大稻埕分行,臺北市大同區迪化街一段63號,02-25553711,base.tw
0071130,第一商業銀行信維分行,臺北市大安區復興南路一段368、368-1、370號,02-27557241,base.tw
0071211,第一商業銀行建成分行,臺北市大同區承德路一段40號,02-25556231,base.tw
0071299,第一商業銀行華山分行,臺北市中山區長安東路1段22號、22號2樓,02-25368111,base.tw
0071314,第一商業銀行大同分行,臺北市大同區重慶北路三段176、178、180號及182號2樓、182號3樓,02-25913251,base.tw
0071336,第一商業銀行新生分行,臺北市中山區南京東路二段8號,02-25620256,base.tw
0071358,第一商業銀行劍潭分行,臺北市士林區承德路4段152號,02-28802468,base.tw
0071406,第一商業銀行圓山分行,臺北市中山區民權西路53號、53號2樓、2樓之1,02-25979234,base.tw
0071417,第一商業銀行中山分行,臺北市中山區中山北路二段61號、61號2樓,02-25211111,base.tw
0071428,第一商業銀行中崙分行,臺北市松山區南京東路五段188號、188號2樓-3,02-27606969,base.tw
0071439,第一商業銀行南京東路分行,臺北市中山區南京東路二段125號1、2樓,02-25062111,base.tw
0071440,第一商業銀行城東分行,臺北市松山區南京東路三段103號,02-25062881,base.tw
0071451,第一商業銀行民生分行,臺北市松山區民生東路三段131號、131號2樓,02-27138512,base.tw
0071462,第一商業銀行松江分行,臺北市中山區松江路309號1、2樓,02-25017171,base.tw
0071473,第一商業銀行民權分行,臺北市松山區復興北路365號1樓,02-27192009,base.tw
0071484,第一商業銀行八德分行,臺北市大安區敦化南路一段111號,02-27318878,base.tw
0071495,第一商業銀行長春分行,臺北市松山區復興北路169號一樓、167號2樓之1,02-27192132,base.tw
0071509,第一商業銀行內湖分行,臺北市內湖區成功路三段143、145號,02-27932311,base.tw
0071510,第一商業銀行松山分行,臺北市松山區八德路四段760號、760號2樓,02-27674111,base.tw
0071521,第一商業銀行延吉分行,臺北市大安區忠孝東路四段289號1、2樓,02-27315741,base.tw
0071532,第一商業銀行光復分行,臺北市松山區光復北路16號,02-25773323,base.tw
0071554,第一商業銀行興雅分行,臺北市信義區永吉路167號,02-27655935,base.tw
0071576,第一商業銀行永春分行,臺北市信義區忠孝東路五段451號,02-22768211,base.tw
0071587,第一商業銀行內科園區分行,臺北市內湖區內湖路一段388號,02-87978711,base.tw
0071598,第一商業銀行吉林分行,臺北市中山區吉林路136號,02-25311677,base.tw
0071602,第一商業銀行仁愛分行,臺北市大安區仁愛路四段50號1、2樓,02-27023111,base.tw
0071613,第一商業銀行大安分行,臺北市大安區信義路四段382號、382號2樓,02-27036111,base.tw
0071624,第一商業銀行信義分行,臺北市大安區信義路三段7號,02-23256811,base.tw
0071635,第一商業銀行復興分行,臺北市中山區復興南路一段36-10、11、12、13號,02-27722345,base.tw
0071646,第一商業銀行敦化分行,臺北市大安區敦化南路二段267號1、2樓,02-27362711,base.tw
0071657,第一商業銀行仁和分行,臺北市大安區仁愛路四段376號1、2樓,02-27556556,base.tw
0071668,第一商業銀行世貿分行,臺北市大安區敦化南路二段65號1、2樓,02-27849811,base.tw
0071679,第一商業銀行木柵分行,臺北市文山區保儀路9之1號、11號、11之1號及11號2樓之1,02-22345101,base.tw
0071680,第一商業銀行松貿分行,臺北市信義區信義路五段18號,02-27236111,base.tw
0071691,第一商業銀行新湖分行,臺北市內湖區行愛路159號,02-87531811,base.tw
0071716,第一商業銀行古亭分行,臺北市大安區羅斯福路二段95號,02-23695222,base.tw
0071727,第一商業銀行南門分行,臺北市中正區南昌路一段94號,02-23947162,base.tw
0071738,第一商業銀行公館分行,臺北市大安區羅斯福路3段293號、293號2樓,02-23623111,base.tw
0071761,第一商業銀行和平分行,臺北市大安區和平東路2段151號、151號2樓之1,02-27035111,base.tw
0071819,第一商業銀行萬華分行,臺北市萬華區康定路87、89號,02-23719221,base.tw
0071831,第一商業銀行雙園分行,臺北市萬華區中華路二段42號及44巷2號,02-23068620,base.tw
0071901,第一商業銀行天母分行,臺北市士林區忠誠路1段60、62號,02-28369898,base.tw
0071912,第一商業銀行北投分行,臺北市北投區光明路133號,02-28913921,base.tw
0071923,第一商業銀行士林分行,臺北市士林區中正路456、458號1、2樓、456-1、458-1號2樓,02-28821211,base.tw
0071934,第一商業銀行建國分行,臺北市中山區民生東路二段161、163號,02-25060110,base.tw
0071945,第一商業銀行萬隆分行,臺北市文山區興隆路二段343、345、347號及347號2樓,02-29326478,base.tw
0071956,第一商業銀行石牌分行,臺北市北投區明德路100號、100號2樓,02-24202211,base.tw
0072012,第一商業銀行板橋分行,新北市板橋區四川路一段107號及107號地下一樓,02-29615171,base.tw
0072023,第一商業銀行華江分行,新北市板橋區文化路一段329號1、2樓,02-22578091,base.tw
0072034,第一商業銀行樹林分行,新北市樹林區中山路一段27-7號1樓、27-8號1、2樓,02-26833101,base.tw
0072056,第一商業銀行土城分行,新北市土城區中央路三段208號,02-22668822,base.tw
0072067,第一商業銀行江子翠分行,新北市板橋區文化路2段388號、388之1號、390號、390之1號,02-82570111,base.tw
0072078,第一商業銀行北土城分行,新北市土城區金城路三段35號、35號2樓、37號、37號2樓,02-22607811,base.tw
0072089,第一商業銀行林口工二分行,新北市林口區文化二路二段145號及中山路496、498號,02-26021101,base.tw
0072115,第一商業銀行三重埔分行,新北市三重區三和路三段70號,02-29822111,base.tw
0072126,第一商業銀行長泰分行,新北市三重區重新路二段99號,02-29884433,base.tw
0072137,第一商業銀行蘆洲分行,新北市蘆洲區中山一路12號1、2樓,02-82826788,base.tw
0072148,第一商業銀行頭前分行,新北市新莊區化成路318號1樓、320、322號1、2樓,02-22762311,base.tw
0072159,第一商業銀行五股分行,新北市五股區四維路90號,02-29845577,base.tw
0072160,第一商業銀行重陽分行,新北市三重區重陽路一段89號1、2樓、2樓之1、2及91號1樓,02-29868822,base.tw
0072171,第一商業銀行五股工業區分行,新北市五股區五工路117號,02-22997811,base.tw
0072182,第一商業銀行淡水分行,新北市淡水區中正路183號及183之1號、183之2號,02-26202611,base.tw
0072218,第一商業銀行新店分行,新北市新店區中興路三段134號,02-29181835,base.tw
0072229,第一商業銀行大坪林分行,新北市新店區民權路82號,02-22184651,base.tw
0072300,第一商業銀行泰山分行,新北市泰山區明志路一段135號,02-29097111,base.tw
0072311,第一商業銀行新莊分行,新北市新莊區中正路316號1、2樓及地下1樓,02-29929001,base.tw
0072322,第一商業銀行鶯歌分行,新北市鶯歌區仁愛路1號1至2樓,02-26791921,base.tw
0072333,第一商業銀行中和分行,新北市中和區中山路二段152號1、2樓、地下一層及148號地下一層,02-22495011,base.tw
0072344,第一商業銀行永和分行,新北市永和區福和路296號1樓,02-29221711,base.tw
0072355,第一商業銀行雙和分行,新北市中和區安樂路89號、91號及91號2樓,02-29408000,base.tw
0072366,第一商業銀行連城分行,新北市中和區連城路258號、258樓2樓之4,02-82272111,base.tw
0072377,第一商業銀行瑞芳分行,新北市瑞芳區明燈路三段76號、76號2樓,02-24967711,base.tw
0072388,第一商業銀行埔墘分行,新北市板橋區民生路一段3號1樓及地下1樓,02-29599211,base.tw
0072399,第一商業銀行丹鳳分行,新北市新莊區中正路669之1號,02-29021111,base.tw
0072414,第一商業銀行基隆分行,基隆市仁愛區孝三路103號,02-24279121,base.tw
0072436,第一商業銀行哨船頭分行,基隆市中正區義一路57號、57號2樓,02-24266141,base.tw
0072458,第一商業銀行汐止分行,新北市汐止區大同路一段278號1樓、280號,02-26471688,base.tw
0072469,第一商業銀行汐科分行,新北市汐止區大同路二段133號、133號2樓,02-86926000,base.tw
0072470,第一商業銀行幸福分行,新北市新莊區幸福路688號、688號2樓,02-29989111,base.tw
0072517,第一商業銀行宜蘭分行,宜蘭縣宜蘭市中山路三段152號,03-9324111,base.tw
0072610,第一商業銀行羅東分行,宜蘭縣羅東鎮中正路165號,03-9545611,base.tw
0072621,第一商業銀行蘇澳分行,宜蘭縣蘇澳鎮中山路一段12號,03-9962711,base.tw
0072713,第一商業銀行桃園分行,桃園縣桃園市民族路55號,03-3326111,base.tw
0072724,第一商業銀行北桃分行,桃園縣桃園市三民路二段258、260號1、2樓,03-3353131,base.tw
0072791,第一商業銀行大湳分行,桃園縣八德市介壽路一段919號,03-3661966,base.tw
0072805,第一商業銀行內壢分行,桃園縣中壢市信義路117號,03-4552410,base.tw
0072816,第一商業銀行中壢分行,桃園市中壢區復興路12、14號,03-4225111,base.tw
0072827,第一商業銀行西壢分行,桃園市中壢區中央西路二段30號1、2樓,03-4918111,base.tw
0072838,第一商業銀行平鎮分行,桃園縣中壢市環西路68、70、72號,03-4939211,base.tw
0072849,第一商業銀行大園分行,桃園縣大園鄉新生路63號,03-3857111,base.tw
0072850,第一商業銀行南崁分行,桃園縣蘆竹鄉中正路112、114號,03-3216882,base.tw
0072872,第一商業銀行迴龍分行,桃園縣龜山鄉萬壽路一段161號、161號2樓之2,02-82006111,base.tw
0072908,第一商業銀行林口分行,桃園縣龜山鄉文化二路76號、78號,03-3186611,base.tw
0072919,第一商業銀行大溪分行,桃園縣大溪鎮康莊路111號,03-3882101,base.tw
0072920,第一商業銀行龍潭分行,桃園縣龍潭鄉中正路80號1-3樓,03-4991111,base.tw
0073019,第一商業銀行新竹分行,新竹市英明街3號,03-5226111,base.tw
0073020,第一商業銀行東門分行,新竹市北區東門街216號,03-5249211,base.tw
0073031,第一商業銀行竹科分行,新竹市光復路一段611號、611號2樓、611號3樓,03-5637111,base.tw
0073112,第一商業銀行竹東分行,新竹縣竹東鎮東林路30號,03-5963251,base.tw
0073123,第一商業銀行關西分行,新竹縣關西鎮正義路18號,03-5872411,base.tw
0073134,第一商業銀行竹北分行,新竹縣竹北市光明五街210號,03-5559111,base.tw
0073215,第一商業銀行苗栗分行,苗栗縣苗栗市中正路601號,037-322410,base.tw
0073318,第一商業銀行竹南分行,苗栗縣竹南鎮民族街53號、53號2樓之1、53號2樓之2,037-477111,base.tw
0073329,第一商業銀行頭份分行,苗栗縣頭份鎮中正路67號,037-672611,base.tw
0074016,第一商業銀行台中分行,臺中市西區自由路一段144號,04-2233611,base.tw
0074027,第一商業銀行南台中分行,臺中市東區復興路四段33、35號,04-2231111,base.tw
0074038,第一商業銀行北台中分行,臺中市中區臺灣大道一段501號,04-2238111,base.tw
0074049,第一商業銀行中港分行,臺中市西屯區臺灣大道二段912號、910號2樓之2,04-3266111,base.tw
0074050,第一商業銀行北屯分行,臺中市北區文心路四段696號1、2樓及地下1樓,04-2366111,base.tw
0074061,第一商業銀行進化分行,臺中市北區進化北路236號、238號3樓之2,04-22300311,base.tw
0074072,第一商業銀行南屯分行,臺中市南屯區五權西路2段668號,04-23801515,base.tw
0074119,第一商業銀行豐原分行,臺中市豐原區中山路423號,04-5225111,base.tw
0074120,第一商業銀行大裡分行,臺中市大裡區東榮路43、45、47號1、2樓及地下室,04-4838111,base.tw
0074153,第一商業銀行中科分行,臺中市大雅區中科路6號之3,04-25659111,base.tw
0074212,第一商業銀行東勢分行,臺中市東勢區豐勢路449號,04-5874121,base.tw
0074223,第一商業銀行沙鹿分行,臺中市沙鹿區中山路355號,04-6621331,base.tw
0074234,第一商業銀行大甲分行,臺中市大甲區順天路361、363號,04-6882981,base.tw
0074245,第一商業銀行太平分行,臺中市太平區中興東路50號、50號2樓,04-22799011,base.tw
0074256,第一商業銀行清水分行,臺中市清水區光明路35-10號1樓及地下1樓,04-6238111,base.tw
0074267,第一商業銀行大雅分行,臺中市大雅區中清東路96號,04-5686111,base.tw
0074315,第一商業銀行南投分行,南投縣南投市中山一街2號,049-2223111,base.tw
0074418,第一商業銀行草屯分行,南投縣草屯鎮太平路二段256號,049-2338181,base.tw
0074429,第一商業銀行埔裡分行,南投縣埔裡鎮西安路一段97號,049-2982711,base.tw
0074511,第一商業銀行彰化分行,彰化縣彰化市和平路48號,04-7232161,base.tw
0074614,第一商業銀行員林分行,彰化縣員林鎮育英路26號,04-8328811,base.tw
0074625,第一商業銀行鹿港分行,彰化縣鹿港鎮中山路301號,04-7772111,base.tw
0074636,第一商業銀行溪湖分行,彰化縣溪湖鎮彰水路三段166號,04-8824111,base.tw
0074647,第一商業銀行北斗分行,彰化縣北斗鎮中山路二段35號,04-8782111,base.tw
0074717,第一商業銀行和美分行,彰化縣和美鎮和線路84、86、88號,04-7551111,base.tw
0075013,第一商業銀行嘉義分行,嘉義市東區中山路307號,05-2272111,base.tw
0075035,第一商業銀行興嘉分行,嘉義市西區興業西路427號及425號2、3樓,05-2859833,base.tw
0075116,第一商業銀行朴子分行,嘉義縣朴子鎮中正路135號,05-3795111,base.tw
0075219,第一商業銀行斗六分行,雲林縣斗六市太平路16號,05-5324311,base.tw
0075312,第一商業銀行北港分行,雲林縣北港鎮中正路96號,05-7833211,base.tw
0075323,第一商業銀行西螺分行,雲林縣西螺鎮延平路189號,05-5862131,base.tw
0075334,第一商業銀行虎尾分行,雲林縣虎尾鎮中正路83號,05-6322330,base.tw
0076010,第一商業銀行台南分行,臺南市中西區忠義路二段82號,06-2224131,base.tw
0076043,第一商業銀行富強分行,臺南市東區東門路三段31號1、2樓,06-2904453,base.tw
0076054,第一商業銀行赤崁分行,臺南市中西區成功路217號、217之1號,06-2268111,base.tw
0076065,第一商業銀行竹溪分行,臺南市中西區大同路一段98號,06-2160111,base.tw
0076076,第一商業銀行金城分行,臺南市南區夏林路105號,06-2248833,base.tw
0076087,第一商業銀行安南分行,臺南市安南區海佃路二段500號,06-2465111,base.tw
0076113,第一商業銀行新營分行,臺南市新營區中山路150號,06-6324211,base.tw
0076216,第一商業銀行鹽水分行,臺南市鹽水區三福路57號,06-6521611,base.tw
0076227,第一商業銀行麻豆分行,臺南市麻豆區興中路12號,06-5729901,base.tw
0076238,第一商業銀行善化分行,臺南市善化區中山路366號,06-5817350,base.tw
0076249,第一商業銀行佳裡分行,臺南市佳裡區文化路225號,06-7226111,base.tw
0076250,第一商業銀行新化分行,臺南市新化區中正路374號,06-5901111,base.tw
0076261,第一商業銀行大灣分行,臺南市永康區永大路二段5號,06-2713251,base.tw
0076283,第一商業銀行南科園區分行,臺南市新市區南科三路15號2樓,06-5051511,base.tw
0076294,第一商業銀行歸仁分行,臺南市歸仁區中山路二段55、57號1至3樓,06-3300111,base.tw
0076308,第一商業銀行永康分行,臺南市永康區中正南路109號,06-2513211,base.tw
0077017,第一商業銀行高雄分行,高雄市苓雅區民權一路28號、28號2、3樓、民權一路26巷1號地下1樓,07-3350811,base.tw
0077028,第一商業銀行鹽埕分行,高雄市鹽埕區大仁路115號,07-5519201,base.tw
0077039,第一商業銀行新興分行,高雄市新興區中正四路17號1、2、3、4樓,07-2719111,base.tw
0077040,第一商業銀行三民分行,高雄市三民區中華三路291號,07-2718111,base.tw
0077051,第一商業銀行苓雅分行,高雄市前金區五福三路61號、61號2樓之1,07-2822111,base.tw
0077062,第一商業銀行左營分行,高雄市左營區左營大路411、413號,07-5815511,base.tw
0077073,第一商業銀行楠梓分行,高雄市楠梓區楠梓路3號,07-3511211,base.tw
0077084,第一商業銀行五福分行,高雄市苓雅區中正二路161號、161號2樓,07-2225111,base.tw
0077095,第一商業銀行十全分行,高雄市三民區自由一路57號,07-3112131,base.tw
0077109,第一商業銀行前鎮分行,高雄市前鎮區三多三路191、193、195、197號,07-3344191,base.tw
0077110,第一商業銀行灣內分行,高雄市三民區大順二路147號1、2樓,07-3821526,base.tw
0077121,第一商業銀行博愛分行,高雄市左營區博愛二路426號,07-3478311,base.tw
0077143,第一商業銀行小港分行,高雄市小港區沿海一路182號1、2樓及地下1樓,07-8066601,base.tw
0077202,第一商業銀行五甲分行,高雄市鳳山區保泰路322號1、2樓,07-7260211,base.tw
0077213,第一商業銀行鳳山分行,高雄市鳳山區成功路1號,07-7463611,base.tw
0077305,第一商業銀行路竹分行,高雄市路竹區中山路1187號,07-6963211,base.tw
0077316,第一商業銀行岡山分行,高雄市岡山區岡山路275號,07-6212111,base.tw
0077327,第一商業銀行旗山分行,高雄市旗山區中山路120號,07-6621811,base.tw
0077338,第一商業銀行林園分行,高雄市林園區林園北路459號,07-6436111,base.tw
0077419,第一商業銀行屏東分行,屏東縣屏東市民生路308號,08-7325111,base.tw
0077512,第一商業銀行潮州分行,屏東縣潮州鎮中山路107-1號,08-7883771,base.tw
0077523,第一商業銀行東港分行,屏東縣東港鎮朝陽街23號,08-8350111,base.tw
0077534,第一商業銀行恆春分行,屏東縣恆春鎮中正路17號,08-8893231,base.tw
0077785,第一商業銀行梓本分行,高雄市梓官區中正路306號,07-6172111,base.tw
0077855,第一商業銀行萬巒分行,屏東縣萬巒鄉中正路29號,08-7811211,base.tw
0078014,第一商業銀行花蓮分行,花蓮縣花蓮市公園路22 號,03-8324611,base.tw
0078117,第一商業銀行台東分行,台東縣台東市中華路一段397號,08-324211,base.tw
0078210,第一商業銀行澎湖分行,澎湖縣馬公市光復路88號,06-9273211,base.tw
0078438,第一商業銀行上海分行自貿區支行,大陸上海市浦東新區基隆路1號湯臣國際貿易大樓22層2201-2215室,86-21-2069-0611,
0078829,第一商業銀行金邊分行中洲支行,"No.3,5,7&9 , Prey Chisak Village, Chorm Chaov Commune, Dangkor District, Phnom Penh, Cambodia",855-23-865171~3,
0078830,第一商業銀行金邊分行奧林匹克支行,"No. 155AB, St.215, Sangkat Phsar Depo 1, Khan Tuol Kork ,Phnom Penh, Cambodia",855-23-880392~4,
0078841,第一商業銀行金邊分行桑園支行,"1F, No.216B, Norodom Blvd (41), Sangkat Tonel Bassac, Khan Chamkarmorn,Phnom Penh, Cambodia",855 23 726806~8,
0078852,第一商業銀行金邊分行堆谷支行,"No.89, Street. 289, Phum 14, Sangkat Boeung Kak II, Khan Tuol Kork, Phnom Penh, Cambodia",855-23-885891~3,
0078863,第一商業銀行金邊分行水淨華支行,"No.F08-F09,Street National Road No6, Phum3, Sangkat Chroy Changva, Khan Russey Keo, Phnom Penh, Cambodia",855-23-432-156~8,
0078874,第一商業銀行金邊分行永盛支行,"No 14A&15A, Street Chaom Chau, Phum Damnak Thum, Sangkat Stueng Meanchey, Khan Meanchey, Phnom Penh, Cambodia",855-92-888602~3,
0078885,第一商業銀行金邊分行暹粒支行,"No.602&604, Preah Sangreach Tep  Vong Street, Phum Mondol 2, Sangkat Svay Dongkum, Siem Reap Province,  Cambodia",+855-63963187~9,
0079011,第一商業銀行關島分行,"665 South Marine Corps Drive, Tamuning, Guam 96913,U.S.A.",1-671-4726864,
0079022,第一商業銀行紐約分行,"750, 3rd Avenue, 34th Floor, New York, NY 10017, USA",1-212-5996868,
0079033,第一商業銀行洛杉磯分行,"600 Wilshire Blvd, Suite 800,  Los Angeles,CA90017, USA",1-213-3620200,
0079044,第一商業銀行美國第一銀行,"200 E. Main St., Alhambra, CA91801, USA",1-626-3006000,
0079055,第一商銀美國第一銀行工業市分行,"18725 E. Gale Ave., #150, City of Industry, CA 91748, USA",1-6269641-888,
0079066,第一商銀美國第一銀行矽谷分行,"1141 S. De Anza Blvd., San Jose, CA 95129 U.S.A.",1-408-2534-666,
0079077,第一商銀美國第一銀行爾灣分行,"4250 Barranca Parkway Suite E, Irvine, CA 92604, USA",1-949-6542888,
0079088,第一商業銀行溫哥華分行,"#100-5611 Cooney Road, Richmond, B.C. V6X 3J6, Canada",1-604-2079600,
0079099,第一商業銀行多倫多分行,"5000 Yonge Street, Suite 1803, Toronto, ON M2N 7E9, Canada",1-416-250-8788,
0079114,第一商業銀行新加坡分行,"77, Robinson Road, #01-01 & #10-01, Singapore 068896",65-6593-0888,
0079136,第一商業銀行曼谷代表辦事處,"9th Fl.,Sathorn City Tower No.175,South Sathorn Rd.,Tungmahamek, Sathorn, Bankok 10120, Thailand",662-6795291,
0079147,第一商業銀行河內市分行,"8th Fl., Charmvit Tower, 117 Tran Duy Hung Road, Trung Hoa Ward, Cau Giay Dist., Hanoi, Vietnam",84-24-3-9362111,
