"id","bic","name","street","phone","country/id"
"bank_72838",72838,"第一商業銀行平鎮分行","桃園縣中壢市環西路68、70、72號","03-4939211","base.tw"
"bank_72849",72849,"第一商業銀行大園分行","桃園縣大園鄉新生路63號","03-3857111","base.tw"
"bank_72850",72850,"第一商業銀行南崁分行","桃園縣蘆竹鄉中正路112、114號","03-3216882","base.tw"
"bank_72872",72872,"第一商業銀行迴龍分行","桃園縣龜山鄉萬壽路一段161號、161號2樓之2","02-82006111","base.tw"
"bank_72908",72908,"第一商業銀行林口分行","桃園縣龜山鄉文化二路76號、78號","03-3186611","base.tw"
"bank_72919",72919,"第一商業銀行大溪分行","桃園縣大溪鎮康莊路111號","03-3882101","base.tw"
"bank_72920",72920,"第一商業銀行龍潭分行","桃園縣龍潭鄉中正路80號1-3樓","03-4991111","base.tw"
"bank_73019",73019,"第一商業銀行新竹分行","新竹市英明街3號","03-5226111","base.tw"
"bank_73020",73020,"第一商業銀行東門分行","新竹市北區東門街216號","03-5249211","base.tw"
"bank_73031",73031,"第一商業銀行竹科分行","新竹市光復路一段611號、611號2樓、611號3樓","03-5637111","base.tw"
"bank_73112",73112,"第一商業銀行竹東分行","新竹縣竹東鎮東林路30號","03-5963251","base.tw"
"bank_73123",73123,"第一商業銀行關西分行","新竹縣關西鎮正義路18號","03-5872411","base.tw"
"bank_73134",73134,"第一商業銀行竹北分行","新竹縣竹北市光明五街210號","03-5559111","base.tw"
"bank_73215",73215,"第一商業銀行苗栗分行","苗栗縣苗栗市中正路601號","037-322410","base.tw"
"bank_73318",73318,"第一商業銀行竹南分行","苗栗縣竹南鎮民族街53號、53號2樓之1、53號2樓之2","037-477111","base.tw"
"bank_73329",73329,"第一商業銀行頭份分行","苗栗縣頭份鎮中正路67號","037-672611","base.tw"
"bank_74016",74016,"第一商業銀行台中分行","臺中市西區自由路一段144號","04-2233611","base.tw"
"bank_74027",74027,"第一商業銀行南台中分行","臺中市東區復興路四段33、35號","04-2231111","base.tw"
"bank_74038",74038,"第一商業銀行北台中分行","臺中市中區臺灣大道一段501號","04-2238111","base.tw"
"bank_74049",74049,"第一商業銀行中港分行","臺中市西屯區臺灣大道二段912號、910號2樓之2","04-3266111","base.tw"
"bank_74050",74050,"第一商業銀行北屯分行","臺中市北區文心路四段696號1、2樓及地下1樓","04-2366111","base.tw"
"bank_74061",74061,"第一商業銀行進化分行","臺中市北區進化北路236號、238號3樓之2","04-22300311","base.tw"
"bank_74072",74072,"第一商業銀行南屯分行","臺中市南屯區五權西路2段668號","04-23801515","base.tw"
"bank_74119",74119,"第一商業銀行豐原分行","臺中市豐原區中山路423號","04-5225111","base.tw"
"bank_74120",74120,"第一商業銀行大裡分行","臺中市大裡區東榮路43、45、47號1、2樓及地下室","04-4838111","base.tw"
"bank_74153",74153,"第一商業銀行中科分行","臺中市大雅區中科路6號之3","04-25659111","base.tw"
"bank_74212",74212,"第一商業銀行東勢分行","臺中市東勢區豐勢路449號","04-5874121","base.tw"
"bank_74223",74223,"第一商業銀行沙鹿分行","臺中市沙鹿區中山路355號","04-6621331","base.tw"
"bank_74234",74234,"第一商業銀行大甲分行","臺中市大甲區順天路361、363號","04-6882981","base.tw"
"bank_74245",74245,"第一商業銀行太平分行","臺中市太平區中興東路50號、50號2樓","04-22799011","base.tw"
"bank_74256",74256,"第一商業銀行清水分行","臺中市清水區光明路35-10號1樓及地下1樓","04-6238111","base.tw"
"bank_74267",74267,"第一商業銀行大雅分行","臺中市大雅區中清東路96號","04-5686111","base.tw"
"bank_74315",74315,"第一商業銀行南投分行","南投縣南投市中山一街2號","049-2223111","base.tw"
"bank_74418",74418,"第一商業銀行草屯分行","南投縣草屯鎮太平路二段256號","049-2338181","base.tw"
"bank_74429",74429,"第一商業銀行埔裡分行","南投縣埔裡鎮西安路一段97號","049-2982711","base.tw"
"bank_74511",74511,"第一商業銀行彰化分行","彰化縣彰化市和平路48號","04-7232161","base.tw"
"bank_74614",74614,"第一商業銀行員林分行","彰化縣員林鎮育英路26號","04-8328811","base.tw"
"bank_74625",74625,"第一商業銀行鹿港分行","彰化縣鹿港鎮中山路301號","04-7772111","base.tw"
"bank_74636",74636,"第一商業銀行溪湖分行","彰化縣溪湖鎮彰水路三段166號","04-8824111","base.tw"
"bank_74647",74647,"第一商業銀行北斗分行","彰化縣北斗鎮中山路二段35號","04-8782111","base.tw"
"bank_74717",74717,"第一商業銀行和美分行","彰化縣和美鎮和線路84、86、88號","04-7551111","base.tw"
"bank_75013",75013,"第一商業銀行嘉義分行","嘉義市東區中山路307號","05-2272111","base.tw"
"bank_75035",75035,"第一商業銀行興嘉分行","嘉義市西區興業西路427號及425號2、3樓","05-2859833","base.tw"
"bank_75116",75116,"第一商業銀行朴子分行","嘉義縣朴子鎮中正路135號","05-3795111","base.tw"
"bank_75219",75219,"第一商業銀行斗六分行","雲林縣斗六市太平路16號","05-5324311","base.tw"
"bank_75312",75312,"第一商業銀行北港分行","雲林縣北港鎮中正路96號","05-7833211","base.tw"
"bank_75323",75323,"第一商業銀行西螺分行","雲林縣西螺鎮延平路189號","05-5862131","base.tw"
"bank_75334",75334,"第一商業銀行虎尾分行","雲林縣虎尾鎮中正路83號","05-6322330","base.tw"
"bank_76010",76010,"第一商業銀行台南分行","臺南市中西區忠義路二段82號","06-2224131","base.tw"
"bank_76043",76043,"第一商業銀行富強分行","臺南市東區東門路三段31號1、2樓","06-2904453","base.tw"
"bank_76054",76054,"第一商業銀行赤崁分行","臺南市中西區成功路217號、217之1號","06-2268111","base.tw"
"bank_76065",76065,"第一商業銀行竹溪分行","臺南市中西區大同路一段98號","06-2160111","base.tw"
"bank_76076",76076,"第一商業銀行金城分行","臺南市南區夏林路105號","06-2248833","base.tw"
"bank_76087",76087,"第一商業銀行安南分行","臺南市安南區海佃路二段500號","06-2465111","base.tw"
"bank_76113",76113,"第一商業銀行新營分行","臺南市新營區中山路150號","06-6324211","base.tw"
"bank_76216",76216,"第一商業銀行鹽水分行","臺南市鹽水區三福路57號","06-6521611","base.tw"
"bank_76227",76227,"第一商業銀行麻豆分行","臺南市麻豆區興中路12號","06-5729901","base.tw"
"bank_76238",76238,"第一商業銀行善化分行","臺南市善化區中山路366號","06-5817350","base.tw"
"bank_76249",76249,"第一商業銀行佳裡分行","臺南市佳裡區文化路225號","06-7226111","base.tw"
"bank_76250",76250,"第一商業銀行新化分行","臺南市新化區中正路374號","06-5901111","base.tw"
"bank_76261",76261,"第一商業銀行大灣分行","臺南市永康區永大路二段5號","06-2713251","base.tw"
"bank_76283",76283,"第一商業銀行南科園區分行","臺南市新市區南科三路15號2樓","06-5051511","base.tw"
"bank_76294",76294,"第一商業銀行歸仁分行","臺南市歸仁區中山路二段55、57號1至3樓","06-3300111","base.tw"
"bank_76308",76308,"第一商業銀行永康分行","臺南市永康區中正南路109號","06-2513211","base.tw"
"bank_77017",77017,"第一商業銀行高雄分行","高雄市苓雅區民權一路28號、28號2、3樓、民權一路26巷1號地下1樓","07-3350811","base.tw"
"bank_77028",77028,"第一商業銀行鹽埕分行","高雄市鹽埕區大仁路115號","07-5519201","base.tw"
"bank_77039",77039,"第一商業銀行新興分行","高雄市新興區中正四路17號1、2、3、4樓","07-2719111","base.tw"
"bank_77040",77040,"第一商業銀行三民分行","高雄市三民區中華三路291號","07-2718111","base.tw"
"bank_77051",77051,"第一商業銀行苓雅分行","高雄市前金區五福三路61號、61號2樓之1","07-2822111","base.tw"
"bank_77062",77062,"第一商業銀行左營分行","高雄市左營區左營大路411、413號","07-5815511","base.tw"
"bank_77073",77073,"第一商業銀行楠梓分行","高雄市楠梓區楠梓路3號","07-3511211","base.tw"
"bank_77084",77084,"第一商業銀行五福分行","高雄市苓雅區中正二路161號、161號2樓","07-2225111","base.tw"
"bank_77095",77095,"第一商業銀行十全分行","高雄市三民區自由一路57號","07-3112131","base.tw"
"bank_77109",77109,"第一商業銀行前鎮分行","高雄市前鎮區三多三路191、193、195、197號","07-3344191","base.tw"
"bank_77110",77110,"第一商業銀行灣內分行","高雄市三民區大順二路147號1、2樓","07-3821526","base.tw"
"bank_77121",77121,"第一商業銀行博愛分行","高雄市左營區博愛二路426號","07-3478311","base.tw"
"bank_77143",77143,"第一商業銀行小港分行","高雄市小港區沿海一路182號1、2樓及地下1樓","07-8066601","base.tw"
"bank_77202",77202,"第一商業銀行五甲分行","高雄市鳳山區保泰路322號1、2樓","07-7260211","base.tw"
"bank_77213",77213,"第一商業銀行鳳山分行","高雄市鳳山區成功路1號","07-7463611","base.tw"
"bank_77305",77305,"第一商業銀行路竹分行","高雄市路竹區中山路1187號","07-6963211","base.tw"
"bank_77316",77316,"第一商業銀行岡山分行","高雄市岡山區岡山路275號","07-6212111","base.tw"
"bank_77327",77327,"第一商業銀行旗山分行","高雄市旗山區中山路120號","07-6621811","base.tw"
"bank_77338",77338,"第一商業銀行林園分行","高雄市林園區林園北路459號","07-6436111","base.tw"
"bank_77419",77419,"第一商業銀行屏東分行","屏東縣屏東市民生路308號","08-7325111","base.tw"
"bank_77512",77512,"第一商業銀行潮州分行","屏東縣潮州鎮中山路107-1號","08-7883771","base.tw"
"bank_77523",77523,"第一商業銀行東港分行","屏東縣東港鎮朝陽街23號","08-8350111","base.tw"
"bank_77534",77534,"第一商業銀行恆春分行","屏東縣恆春鎮中正路17號","08-8893231","base.tw"
"bank_77785",77785,"第一商業銀行梓本分行","高雄市梓官區中正路306號","07-6172111","base.tw"
"bank_77855",77855,"第一商業銀行萬巒分行","屏東縣萬巒鄉中正路29號","08-7811211","base.tw"
"bank_78014",78014,"第一商業銀行花蓮分行","花蓮縣花蓮市公園路22 號","03-8324611","base.tw"
"bank_78117",78117,"第一商業銀行台東分行","台東縣台東市中華路一段397號","08-324211","base.tw"
"bank_78210",78210,"第一商業銀行澎湖分行","澎湖縣馬公市光復路88號","06-9273211","base.tw"
"bank_78438",78438,"第一商業銀行上海分行自貿區支行","大陸上海市浦東新區基隆路1號湯臣國際貿易大樓22層2201-2215室","86-21-2069-0611",
"bank_78829",78829,"第一商業銀行金邊分行中洲支行","No.3,5,7&9 , Prey Chisak Village, Chorm Chaov Commune, Dangkor District, Phnom Penh, Cambodia","855-23-865171~3",
"bank_78830",78830,"第一商業銀行金邊分行奧林匹克支行","No. 155AB, St.215, Sangkat Phsar Depo 1, Khan Tuol Kork ,Phnom Penh, Cambodia","855-23-880392~4",
"bank_78841",78841,"第一商業銀行金邊分行桑園支行","1F, No.216B, Norodom Blvd (41), Sangkat Tonel Bassac, Khan Chamkarmorn,Phnom Penh, Cambodia","855 23 726806~8",
"bank_78852",78852,"第一商業銀行金邊分行堆谷支行","No.89, Street. 289, Phum 14, Sangkat Boeung Kak II, Khan Tuol Kork, Phnom Penh, Cambodia","855-23-885891~3",
"bank_78863",78863,"第一商業銀行金邊分行水淨華支行","No.F08-F09,Street National Road No6, Phum3, Sangkat Chroy Changva, Khan Russey Keo, Phnom Penh, Cambodia","855-23-432-156~8",
"bank_78874",78874,"第一商業銀行金邊分行永盛支行","No 14A&15A, Street Chaom Chau, Phum Damnak Thum, Sangkat Stueng Meanchey, Khan Meanchey, Phnom Penh, Cambodia","855-92-888602~3",
"bank_78885",78885,"第一商業銀行金邊分行暹粒支行","No.602&604, Preah Sangreach Tep  Vong Street, Phum Mondol 2, Sangkat Svay Dongkum, Siem Reap Province,  Cambodia","+855-63963187~9",
"bank_79011",79011,"第一商業銀行關島分行","665 South Marine Corps Drive, Tamuning, Guam 96913,U.S.A.","1-671-4726864",
"bank_79022",79022,"第一商業銀行紐約分行","750, 3rd Avenue, 34th Floor, New York, NY 10017, USA","1-212-5996868",
"bank_79033",79033,"第一商業銀行洛杉磯分行","600 Wilshire Blvd, Suite 800,  Los Angeles,CA90017, USA","1-213-3620200",
"bank_79044",79044,"第一商業銀行美國第一銀行","200 E. Main St., Alhambra, CA91801, USA","1-626-3006000",
"bank_79055",79055,"第一商銀美國第一銀行工業市分行","18725 E. Gale Ave., #150, City of Industry, CA 91748, USA","1-6269641-888",
"bank_79066",79066,"第一商銀美國第一銀行矽谷分行","1141 S. De Anza Blvd., San Jose, CA 95129 U.S.A.","1-408-2534-666",
"bank_79077",79077,"第一商銀美國第一銀行爾灣分行","4250 Barranca Parkway Suite E, Irvine, CA 92604, USA","1-949-6542888",
"bank_79088",79088,"第一商業銀行溫哥華分行","#100-5611 Cooney Road, Richmond, B.C. V6X 3J6, Canada","1-604-2079600",
"bank_79099",79099,"第一商業銀行多倫多分行","5000 Yonge Street, Suite 1803, Toronto, ON M2N 7E9, Canada","1-416-250-8788",
"bank_79114",79114,"第一商業銀行新加坡分行","77, Robinson Road, #01-01 & #10-01, Singapore 068896","65-6593-0888",
"bank_79136",79136,"第一商業銀行曼谷代表辦事處","9th Fl.,Sathorn City Tower No.175,South Sathorn Rd.,Tungmahamek, Sathorn, Bankok 10120, Thailand","662-6795291",
"bank_79147",79147,"第一商業銀行河內市分行","8th Fl., Charmvit Tower, 117 Tran Duy Hung Road, Trung Hoa Ward, Cau Giay Dist., Hanoi, Vietnam","84-24-3-9362111",
"bank_79158",79158,"第一商業銀行仰光代表辦事處","No. 7 Nichols Avenue, Parami Road, Mayangone Township, Yangon, Myanmar","95-1-9669568",
"bank_79181",79181,"第一商業銀行金邊分行","1F&2F, No.66, Norodom Blvd, Sangkat Chey Chomnas, Khan Daun Penh, Phnom Penh, Cambodia","855-23-210026",
"bank_79206",79206,"第一商業銀行胡志明市分行","21FL A&B Tower, 76A, Le Lai Street, District 1, HCMC, Vietnam","84-28-3-8238111",
"bank_79217",79217,"第一商業銀行倫敦分行","Bowman House, 29 Wilson St., London EC2M 2SJ, United Kindom","44-20-74170000",
"bank_79239",79239,"第一商業銀行馬尼拉分行","20F., Tower6789, 6789 Ayala Avenue, Makati City, Metro Manila, Philippines","009-63-2-9601111","base.tw"
"bank_79284",79284,"第一商業銀行永珍分行","No.61,23 Singha Road,Phonxay Village,Saysettha District,Vientiane Capital Lao PDR","856-21-415318",
"bank_79309",79309,"第一商銀美國第一銀行佛利蒙分行","46691 Mission Blvd. Fremont, CA 94539, U.S.A.","1-510-933-0270",
"bank_79413",79413,"第一商業銀行香港分行","Rm 1101, 11/F, Hutchison House, 10 Harcourt Road, Central, Hong Kong","852-28689008",
"bank_79424",79424,"第一商業銀行上海分行","中國大陸上海市長寧區榮華東道86號競衡古北88大廈","86-21-22270611",
"bank_79457",79457,"第一商業銀行澳門分行","澳門商業大馬路澳門財富中心16樓B&C室","853-28575088",
"bank_79468",79468,"第一商業銀行成都分行","中國大陸四川省成都市錦江區紅星路三段1號國際金融中心1號辦公樓16樓單元1、9、10號","86-28-86586311",
"bank_79480",79480,"第一商業銀行廈門分行","中國福建省廈門市思明區鷺江道8號國際銀行大廈30樓EFGH單元","86-592-8169111",
"bank_79516",79516,"第一商業銀行東京分行","100-0004日本東京都千代田區大手町2-1-1大手町野村大樓23樓","81-3-3279-0888",
"bank_79620",79620,"第一商業銀行布里斯本分行","Mezzanine Floor,199 George Street, Brisbane QLD, 4000, Australia","61-7-3211-1001",
"bank_79996",79996,"第一商業銀行美國第一銀行亞凱迪亞分行","1309 S. Baldwin Ave, Arcadia, CA91007, USA","1-626-254-1828",
"bank_80069",80069,"華南商業銀行信託部","松仁路123號15樓","02-23713111","base.tw"
"bank_80709",80709,"華南商業銀行國際金融業務分行","臺北市信義區松仁路123號15樓","02-23713111","base.tw"
"bank_80765",80765,"華南商業銀行個金行銷部","八德路2段203號7樓","02-87723112","base.tw"
"bank_81005",81005,"華南商業銀行營業部","台北市重慶南路一段38號","02-23713111","base.tw"
"bank_81016",81016,"華南商業銀行儲蓄分行","臺北市南京東路二段160號","02-25076131","base.tw"
"bank_81027",81027,"華南商業銀行國際金融部","臺北市信義區松仁路123號4樓","02-23713111","base.tw"
"bank_81038",81038,"華南商業銀行城內分行","台北市博愛路93號1.2.3F","02-23818780","base.tw"
"bank_81049",81049,"華南商業銀行大稻埕分行","台北市延平北路二段96號","02-25556281-","base.tw"
"bank_81050",81050,"華南商業銀行建成分行","台北市南京西路228號","02-25563110","base.tw"
"bank_81061",81061,"華南商業銀行中山分行","台北市長安東路一段18號","02-25611121","base.tw"
"bank_81072",81072,"華南商業銀行圓山分行","台北市中山北路二段112號","02-25619588-","base.tw"
"bank_81083",81083,"華南商業銀行城東分行","台北市松江路146號","02-25512111","base.tw"
"bank_81094",81094,"華南商業銀行西門分行","台北市西寧南路173號","02-23149978","base.tw"
"bank_81108",81108,"華南商業銀行南松山分行","台北市忠孝東路五段293號","02-27695957","base.tw"
"bank_81119",81119,"華南商業銀行仁愛路分行","台北市仁愛路四段25號","02-27722090","base.tw"
"bank_81120",81120,"華南商業銀行南京東路分行","台北市南京東路三段217號","02-27155111","base.tw"
"bank_81131",81131,"華南商業銀行新生分行","台北市新生南路一段48號","02-23934211","base.tw"
"bank_81142",81142,"華南商業銀行大同分行","台北市重慶北路三段276號","02-25917767-","base.tw"
"bank_81153",81153,"華南商業銀行松山分行","台北市八德路四段654號","02-27652132","base.tw"
"bank_81164",81164,"華南商業銀行中崙分行","八德路三段141~145號","02-25780377","base.tw"
"bank_81175",81175,"華南商業銀行台北南門分行","台北市羅斯福路二段11號","02-23217111","base.tw"
"bank_81186",81186,"華南商業銀行公館分行","台北市羅斯福路三段216號1樓、216之1號1樓、216號2樓、216號2樓之1","02-23622141","base.tw"
"bank_81197",81197,"華南商業銀行信義分行","台北市信義路二段183號","02-23943141","base.tw"
"bank_81201",81201,"華南商業銀行忠孝東路分行","台北市忠孝東路四段212號","02-27733577","base.tw"
"bank_81212",81212,"華南商業銀行和平分行","台北市和平東路二段93號","02-27002405","base.tw"
"bank_81223",81223,"華南商業銀行雙園分行","台北市西藏路127號","02-23071122","base.tw"
"bank_81234",81234,"華南商業銀行士林分行","台北市承德路四段246號","02-28819500","base.tw"
"bank_81245",81245,"華南商業銀行東台北分行","台北市南京東路四段50號","02-25794141","base.tw"
"bank_81256",81256,"華南商業銀行大安分行","台北市光復南路460號","02-27039851-","base.tw"
"bank_81267",81267,"華南商業銀行民生分行","台北市民生東路四段54號","02-27155011","base.tw"
"bank_81278",81278,"華南商業銀行復興分行","台北市復興北路337號","02-27171781","base.tw"
"bank_81289",81289,"華南商業銀行龍江分行","台北市民生東路二段143號1樓、145號1樓、2樓","02-25045341","base.tw"
"bank_81290",81290,"華南商業銀行永吉分行","忠孝東路五段800號1、2樓","02-27593111","base.tw"
"bank_81304",81304,"華南商業銀行敦化分行","台北市敦化南路二段2號","02-27557467","base.tw"
"bank_81326",81326,"華南商業銀行大直分行","樂群三路52號1樓及56號1樓","02-85020818","base.tw"
"bank_81337",81337,"華南商業銀行敦和分行","台北市敦化南路二段107號1樓","02-27010900","base.tw"
"bank_81348",81348,"華南商業銀行東湖分行","成功路五段456號1樓","02-26315550","base.tw"
"bank_81360",81360,"華南商業銀行東興分行","南京東路5段239號1、2樓","02-25289567","base.tw"
"bank_81371",81371,"華南商業銀行北南港分行","園區街三號二樓之十","02-26558788","base.tw"
"bank_81382",81382,"華南商業銀行木柵分行","文山區木柵路3段4號","02-29361769","base.tw"
"bank_81393",81393,"華南商業銀行板橋文化分行","文化路一段67號1樓、2樓及69號1樓","02-22723999","base.tw"
"bank_81430",81430,"華南商業銀行南內湖分行","台北市內湖區行愛路130號1樓","02-27968288","base.tw"
"bank_81452",81452,"華南商業銀行長安分行","八德路2段205號","02-87722778","base.tw"
"bank_81474",81474,"華南商業銀行懷生分行","台北市忠孝東路三段247號1樓、2樓、247之1號2樓","02-27727211","base.tw"
"bank_81485",81485,"華南商業銀行中華路分行","台北市中華路二段59.61.63號1.2樓","02-23822078","base.tw"
"bank_81496",81496,"華南商業銀行信維分行","台北市信義路4段6號2樓","02-27015123","base.tw"
"bank_81511",81511,"華南商業銀行埔墘分行","新北市板橋區三民路二段37號","02-29646911-","base.tw"
"bank_81522",81522,"華南商業銀行石牌分行","台北市北投區石牌路一段78號1、2樓及58巷35號1樓","02-28223822","base.tw"
"bank_81533",81533,"華南商業銀行瑞祥分行","台北市松山區民生東路五段145號","02-27641407","base.tw"
"bank_81544",81544,"華南商業銀行台大分行","台北市羅斯福路四段1號","02-23631478-","base.tw"
"bank_81566",81566,"華南商業銀行世貿分行","台北市信義路4段458號一、二樓","02-27581392","base.tw"
"bank_81577",81577,"華南商業銀行萬華分行","台北市康定路149號","02-23812922","base.tw"
"bank_81588",81588,"華南商業銀行南港分行","台北市南港路三段52號","02-27885966","base.tw"
"bank_81599",81599,"華南商業銀行華江分行","新北市板橋區文化路二段80號","02-22512581-","base.tw"
"bank_81603",81603,"華南商業銀行板橋分行","新北市板橋區忠孝路73號","02-29511101-","base.tw"
"bank_81614",81614,"華南商業銀行三重分行","新北市三重區重新路二段5號-1","02-29824101-","base.tw"
"bank_81625",81625,"華南商業銀行北三重分行","新北市三重區龍門路一號","02-29880011-","base.tw"
"bank_81636",81636,"華南商業銀行新莊分行","新北市新莊區中正路100號","02-29944761-","base.tw"
"bank_81647",81647,"華南商業銀行永和分行","新北市永和區永和路二段147號一樓","02-29214111-","base.tw"
"bank_81658",81658,"華南商業銀行中和分行","新北市中和區中山路二段257號","02-22495555-","base.tw"
"bank_81669",81669,"華南商業銀行新店分行","新北市新店區北新路二段108號","02-29136661","base.tw"
"bank_81670",81670,"華南商業銀行淡水分行","新北市淡水區中正路28號","02-26219680-","base.tw"
"bank_81681",81681,"華南商業銀行汐止分行","新北市汐止區中正路101號","02-26416411-","base.tw"
"bank_81692",81692,"華南商業銀行南永和分行","新北市永和區中正路220號一樓","02-89423288-","base.tw"
"bank_81706",81706,"華南商業銀行西三重分行","新北市三重區三和路四段237號1-3樓","02-28575211-","base.tw"
"bank_81717",81717,"華南商業銀行南三重分行","新北市三重區新北大道一段52號","02-29888001-","base.tw"
"bank_81728",81728,"華南商業銀行雙和分行","新北市中和區中和路316、318、320號1、2樓","02-29261771-","base.tw"
"bank_81739",81739,"華南商業銀行新泰分行","新北市新莊區中正路708號1、2樓、708-1號1樓、708-2號2樓及708-3號2樓","02-29071181-","base.tw"
"bank_81740",81740,"華南商業銀行二重分行","新北市三重區光復路1段86,88號1,2F","02-29991166-","base.tw"
"bank_81751",81751,"華南商業銀行板新分行","新北市板橋區區運路30、32號1、2樓","02-29631777-","base.tw"
"bank_81762",81762,"華南商業銀行五股分行","新北市新莊區新北大道二段219號1、2樓","02-85218788-","base.tw"
"bank_81784",81784,"華南商業銀行北投分行","台北市北投路二段13號1、2樓","02-28934166-","base.tw"
"bank_81795",81795,"華南商業銀行西湖分行","台北市內湖區內湖路一段392.394號 1f","02-27977189","base.tw"
"bank_81809",81809,"華南商業銀行積穗分行","新北市中和區中山路二段562號1、2樓","02-22220603-","base.tw"
"bank_81821",81821,"華南商業銀行福和分行","新北市永和區福和路158號1-2樓地下室","02-89280491","base.tw"
"bank_81832",81832,"華南商業銀行南勢角分行","新北市中和區景新街342號","02-29421722-","base.tw"
"bank_81843",81843,"華南商業銀行北蘆洲分行","新北市蘆洲區長榮路213、215號1、2樓","02-28470606","base.tw"
"bank_81854",81854,"華南商業銀行蘆洲分行","新北市蘆洲區中山一路161號1樓、2樓","02-22886888-","base.tw"
"bank_81865",81865,"華南商業銀行土城分行","新北市土城區千歲路15號1f","02-22672345-","base.tw"
"bank_81876",81876,"華南商業銀行北新分行","新北市新店區民權路129號1樓","02-22180111-","base.tw"
"bank_81898",81898,"華南商業銀行天母分行","台北市忠誠路一段109、111、113號1、2樓","02-28380777","base.tw"
"bank_81902",81902,"華南商業銀行內湖分行","台北市內湖區成功路四段157號1-2樓、159號1樓","02-27961266","base.tw"
"bank_81913",81913,"華南商業銀行樹林分行","新北市樹林區中山路一段189號1、2樓","02-26870656-","base.tw"
"bank_81924",81924,"華南商業銀行樟樹灣分行","新北市汐止區大同路一段276號","02-26472611-","base.tw"
"bank_81935",81935,"華南商業銀行泰山分行","新北市泰山區明志路二段210號1、2樓、212號1、2樓","02-22968388-","base.tw"
"bank_81946",81946,"華南商業銀行三峽分行","新北市三峽區和平街65、65-1、65-2、65-3號","02-26747711-","base.tw"
"bank_81957",81957,"華南商業銀行文山分行","台北市木柵路1段52號","02-22360288","base.tw"
"bank_81968",81968,"華南商業銀行鶯歌分行","新北市鶯歌區國慶街一○一號","02-26777711","base.tw"
"bank_81979",81979,"華南商業銀行北新莊分行","新北市新莊區中華路2段211號","02-66371688","base.tw"
"bank_81980",81980,"華南商業銀行北土城分行","新北市土城區裕民路149號1樓","02-22635656","base.tw"
"bank_81991",81991,"華南商業銀行林口站前分行","文化三路一段331號","02-26098399","base.tw"
"bank_82002",82002,"華南商業銀行基隆分行","基隆市仁一路305號","02-24222192","base.tw"
"bank_82013",82013,"華南商業銀行基隆港口分行","基隆市忠二路46號","02-24282121","base.tw"
"bank_82116",82116,"華南商業銀行七堵分行","基隆市七堵區明德一路81.83.85號","02-24567101","base.tw"
"bank_82208",82208,"華南商業銀行羅東分行","宜蘭縣羅東鎮公正路85號","03-9543611-","base.tw"
"bank_82219",82219,"華南商業銀行宜蘭分行","宜蘭縣宜蘭市中山路三段140、142號","03-9354911-","base.tw"
"bank_82404",82404,"華南商業銀行桃園分行","桃園市桃園區南華里南華街79號","03-3321121-","base.tw"
"bank_82415",82415,"華南商業銀行中壢分行","桃園縣中壢市民族路35號","03-4936999-","base.tw"
"bank_82426",82426,"華南商業銀行楊梅分行","桃園縣楊梅鎮大成路93、95號","03-4755131-","base.tw"
"bank_82437",82437,"華南商業銀行壢昌分行","桃園縣中壢市中正路175號","03-4253151-","base.tw"
"bank_82448",82448,"華南商業銀行北桃園分行","桃園縣桃園市大興西路二段94號1.2.3樓","03-3011234","base.tw"
"bank_82459",82459,"華南商業銀行南崁分行","桃園縣蘆竹鄉南崁路1段99號1樓","03-3521212-","base.tw"
"bank_82460",82460,"華南商業銀行平鎮分行","桃園縣平鎮市環南路二段265號","03-4689688","base.tw"
"bank_82471",82471,"華南商業銀行八德分行","介壽路二段307號","03-3679911","base.tw"
"bank_82482",82482,"華南商業銀行龜山分行","桃園縣龜山鄉萬壽路2段1225、1227、1229、1231號一樓","03-3505822-","base.tw"
"bank_82493",82493,"華南商業銀行龍潭分行","中正路8號1、2及3樓","03-4090666","base.tw"
"bank_82507",82507,"華南商業銀行大溪分行","桃園縣大溪鎮慈湖路87號1樓","03-3878833","base.tw"
"bank_82518",82518,"華南商業銀行內壢分行","桃園縣中壢市環中東路260號","03-4626969","base.tw"
"bank_82529",82529,"華南商業銀行林口分行","桃園縣龜山鄉文化二路三十八之十一、十二號一樓","03-3183456","base.tw"
"bank_82600",82600,"華南商業銀行觀音分行","中山路二段780號","03-4081731","base.tw"
"bank_82622",82622,"華南商業銀行大園分行","中正東路108號","03-3867272","base.tw"
"bank_83009",83009,"華南商業銀行新竹分行","新竹市東門街131號","03-5217110-","base.tw"
"bank_83010",83010,"華南商業銀行竹東分行","新竹縣竹東鎮朝陽路9號1樓","03-5969372-","base.tw"
"bank_83021",83021,"華南商業銀行竹科分行","新竹市東區關新路172、176、178、180號1、2樓","(03)612-6969","base.tw"
"bank_83102",83102,"華南商業銀行新豐分行","新竹縣新豐鄉建興路一段155之16號","03-5592130","base.tw"
"bank_83135",83135,"華南商業銀行六家分行","竹北市自強南路6號1樓、2樓","03-6673289","base.tw"
"bank_83205",83205,"華南商業銀行竹南分行","苗栗縣竹南鎮照南裡博愛街10號","037-472651-","base.tw"
"bank_83216",83216,"華南商業銀行頭份分行","苗栗縣頭份鎮中華路922號1樓","037-663577-","base.tw"
"bank_83227",83227,"華南商業銀行苗栗分行","苗栗縣苗栗市中正路686號","037-353711-","base.tw"
